species_id,name_ja,type1,type2,base_atk,base_def,base_sta,fast_moves,charge_moves,tags,elitefast,elitecharge,evolves_to,evolves_from,generation,dex
dugtrio_alola,ダグトリオ,ground,steel,201,142,111,"metal_claw_fast,mud_slap_fast,sand_attack_fast","earthquake,mud_bomb,iron_head",dugtrio_alola,,,,,,51
dugtrio_normal,ダグトリオ,ground,,167,136,111,"sucker_punch_fast,mud_slap_fast,mud_shot_fast","earthquake,mud_bomb,stone_edge",dugtrio_normal,,,,,,51
meowth,ニャース,normal,,92,78,120,"scratch_fast,bite_fast","night_slash,dark_pulse,foul_play",,,body_slam,PERSIAN,,1.0,52
meowth_alola,ニャース,dark,,99,78,120,"scratch_fast,bite_fast","night_slash,dark_pulse,foul_play,trailblaze",meowth_alola,,,,,,52
meowth_galarian,ニャース,steel,,115,92,137,"scratch_fast,metal_claw_fast,metal_sound_fast","night_slash,gyro_ball,dig,trailblaze",meowth_galarian,,,,,,52
meowth_normal,ニャース,normal,,92,78,120,"scratch_fast,bite_fast","night_slash,dark_pulse,foul_play",meowth_normal,,,,,,52
persian,ペルシアン,normal,,150,136,163,"scratch_fast,feint_attack_fast","foul_play,power_gem,play_rough,payback",,,night_slash,,MEOWTH,1.0,53
persian_alola,ペルシアン,dark,,158,136,163,"scratch_fast,feint_attack_fast","foul_play,dark_pulse,play_rough,payback,trailblaze",persian_alola,,,,,,53
persian_normal,ペルシアン,normal,,150,136,163,"scratch_fast,feint_attack_fast","foul_play,power_gem,play_rough,payback",persian_normal,,,,,,53
psyduck,コダック,water,,122,95,137,"water_gun_fast,zen_headbutt_fast","psybeam,aqua_tail,cross_chop",,,,,,1.0,54
psyduck_normal,コダック,water,,122,95,137,"water_gun_fast,zen_headbutt_fast","psybeam,aqua_tail,cross_chop",psyduck_normal,,,,,,54
golduck,ゴルダック,water,,191,162,190,"water_gun_fast,confusion_fast","psychic,hydro_pump,ice_beam,bubble_beam,synchronoise,cross_chop,liquidation",,,,,,1.0,55
golduck_normal,ゴルダック,water,,191,162,190,"water_gun_fast,confusion_fast","psychic,hydro_pump,ice_beam,bubble_beam,synchronoise,cross_chop,liquidation",golduck_normal,,,,,,55
mankey,マンキー,fighting,,148,82,120,"karate_chop_fast,scratch_fast","cross_chop,low_sweep,brick_break",,,,PRIMEAPE,,1.0,56
mankey_normal,マンキー,fighting,,148,82,120,"karate_chop_fast,scratch_fast","cross_chop,low_sweep,brick_break",mankey_normal,,,,,,56
primeape,オコリザル,fighting,,207,138,163,"low_kick_fast,counter_fast","close_combat,low_sweep,night_slash,ice_punch",,karate_chop_fast,"cross_chop,rage_fist",ANNIHILAPE,MANKEY,1.0,57
primeape_normal,オコリザル,fighting,,207,138,163,"low_kick_fast,counter_fast","close_combat,low_sweep,night_slash,ice_punch",primeape_normal,,,,,,57
growlithe,ガーディ,fire,,136,93,146,"ember_fast,bite_fast","flame_wheel,body_slam,flamethrower",,,,ARCANINE,,1.0,58
growlithe_hisuian,ガーディ,fire,rock,142,92,155,"ember_fast,bite_fast","rock_slide,crunch,flamethrower",growlithe_hisuian,,,,,,58
growlithe_normal,ガーディ,fire,,136,93,146,"ember_fast,bite_fast","flame_wheel,body_slam,flamethrower",growlithe_normal,,,,,,58
arcanine,ウインディ,fire,,227,166,207,"fire_fang_fast,snarl_fast,thunder_fang_fast","fire_blast,wild_charge,crunch,flamethrower,psychic_fangs,scorching_sands",,bite_fast,bulldoze,,GROWLITHE,1.0,59
arcanine_hisuian,ウインディ,fire,rock,232,165,216,"fire_fang_fast,snarl_fast,rock_smash_fast","rock_slide,wild_charge,crunch,flamethrower",arcanine_hisuian,,,,,,59
arcanine_normal,ウインディ,fire,,227,166,207,"fire_fang_fast,snarl_fast,thunder_fang_fast","fire_blast,wild_charge,crunch,flamethrower,psychic_fangs,scorching_sands",arcanine_normal,,,,,,59
poliwag,ニョロモ,water,,101,82,120,"bubble_fast,mud_shot_fast","bubble_beam,mud_bomb,body_slam",,,,POLIWHIRL,,1.0,60
poliwag_normal,ニョロモ,water,,101,82,120,"bubble_fast,mud_shot_fast","bubble_beam,mud_bomb,body_slam",poliwag_normal,,,,,,60
poliwhirl,ニョロゾ,water,,130,123,163,"bubble_fast,mud_shot_fast","water_pulse,mud_bomb,bubble_beam",,,scald,"POLIWRATH,POLITOED",POLIWAG,1.0,61
poliwhirl_normal,ニョロゾ,water,,130,123,163,"bubble_fast,mud_shot_fast","water_pulse,mud_bomb,bubble_beam",poliwhirl_normal,,,,,,61
poliwrath,ニョロボン,water,fighting,182,184,207,"bubble_fast,rock_smash_fast,mud_shot_fast","hydro_pump,dynamic_punch,ice_punch,power_up_punch,scald,icy_wind",,counter_fast,submission,,POLIWHIRL,1.0,62
poliwrath_normal,ニョロボン,water,fighting,182,184,207,"bubble_fast,rock_smash_fast,mud_shot_fast","hydro_pump,dynamic_punch,ice_punch,power_up_punch,scald,icy_wind",poliwrath_normal,,,,,,62
abra,ケーシィ,psychic,,195,82,93,"zen_headbutt_fast,charge_beam_fast","psyshock,signal_beam,shadow_ball",,,,KADABRA,,1.0,63
abra_normal,ケーシィ,psychic,,195,82,93,"zen_headbutt_fast,charge_beam_fast","psyshock,signal_beam,shadow_ball",abra_normal,,,,,,63
kadabra,ユンゲラー,psychic,,232,117,120,"psycho_cut_fast,confusion_fast","psybeam,dazzling_gleam,shadow_ball",,,,ALAKAZAM,ABRA,1.0,64
kadabra_normal,ユンゲラー,psychic,,232,117,120,"psycho_cut_fast,confusion_fast","psybeam,dazzling_gleam,shadow_ball",kadabra_normal,,,,,,64
alakazam,フーディン,psychic,,271,167,146,"psycho_cut_fast,confusion_fast","futuresight,focus_blast,shadow_ball,fire_punch",,counter_fast,"dazzling_gleam,psychic",,KADABRA,1.0,65
alakazam_normal,フーディン,psychic,,271,167,146,"psycho_cut_fast,confusion_fast","futuresight,focus_blast,shadow_ball,fire_punch",alakazam_normal,,,,,,65
machop,ワンリキー,fighting,,137,82,172,"rock_smash_fast,karate_chop_fast","low_sweep,brick_break,cross_chop",,low_kick_fast,,MACHOKE,,1.0,66
machop_normal,ワンリキー,fighting,,137,82,172,"rock_smash_fast,karate_chop_fast","low_sweep,brick_break,cross_chop",machop_normal,,,,,,66
machoke,ゴーリキー,fighting,,177,125,190,"low_kick_fast,karate_chop_fast","submission,brick_break,dynamic_punch",,,cross_chop,MACHAMP,MACHOP,1.0,67
machoke_normal,ゴーリキー,fighting,,177,125,190,"low_kick_fast,karate_chop_fast","submission,brick_break,dynamic_punch",machoke_normal,,,,,,67
machamp,カイリキー,fighting,,234,159,207,"bullet_punch_fast,counter_fast","heavy_slam,dynamic_punch,close_combat,rock_slide,cross_chop",,karate_chop_fast,"stone_edge,submission,payback",,MACHOKE,1.0,68
machamp_normal,カイリキー,fighting,,234,159,207,"bullet_punch_fast,counter_fast","heavy_slam,dynamic_punch,close_combat,rock_slide,cross_chop",machamp_normal,,,,,,68
bellsprout,マダツボミ,grass,poison,139,61,137,"vine_whip_fast,acid_fast","power_whip,sludge_bomb,wrap",,,,WEEPINBELL,,1.0,69
bellsprout_normal,マダツボミ,grass,poison,139,61,137,"vine_whip_fast,acid_fast","power_whip,sludge_bomb,wrap",bellsprout_normal,,,,,,69
weepinbell,ウツドン,grass,poison,172,92,163,"bullet_seed_fast,acid_fast","power_whip,sludge_bomb,seed_bomb",,razor_leaf_fast,,VICTREEBEL,BELLSPROUT,1.0,70
weepinbell_normal,ウツドン,grass,poison,172,92,163,"bullet_seed_fast,acid_fast","power_whip,sludge_bomb,seed_bomb",weepinbell_normal,,,,,,70
victreebel,ウツボット,grass,poison,207,135,190,"razor_leaf_fast,acid_fast","leaf_blade,sludge_bomb,solar_beam,leaf_tornado,acid_spray",,magical_leaf_fast,,,WEEPINBELL,1.0,71
victreebel_normal,ウツボット,grass,poison,207,135,190,"razor_leaf_fast,acid_fast","leaf_blade,sludge_bomb,solar_beam,leaf_tornado,acid_spray",victreebel_normal,,,,,,71
tentacool,メノクラゲ,water,poison,97,149,120,"bubble_fast,poison_sting_fast","bubble_beam,water_pulse,wrap",,,,TENTACRUEL,,1.0,72
tentacool_normal,メノクラゲ,water,poison,97,149,120,"bubble_fast,poison_sting_fast","bubble_beam,water_pulse,wrap",tentacool_normal,,,,,,72
tentacruel,ドククラゲ,water,poison,166,209,190,"acid_fast,poison_jab_fast,poison_sting_fast","hydro_pump,sludge_wave,blizzard,acid_spray,scald,payback",,,,,TENTACOOL,1.0,73
tentacruel_normal,ドククラゲ,water,poison,166,209,190,"acid_fast,poison_jab_fast,poison_sting_fast","hydro_pump,sludge_wave,blizzard,acid_spray,scald,payback",tentacruel_normal,,,,,,73
geodude,イシツブテ,rock,ground,132,132,120,"rock_throw_fast,tackle_fast","rock_slide,rock_tomb,dig",,,,GRAVELER,,1.0,74
geodude_alola,イシツブテ,rock,electric,132,132,120,"rock_throw_fast,volt_switch_fast","rock_slide,rock_tomb,thunderbolt",geodude_alola,,,,,,74
geodude_normal,イシツブテ,rock,ground,132,132,120,"rock_throw_fast,tackle_fast","rock_slide,rock_tomb,dig",geodude_normal,,,,,,74
graveler,ゴローン,rock,ground,164,164,146,"rock_throw_fast,mud_slap_fast,mud_shot_fast","dig,stone_edge,rock_blast",,,rock_slide,GOLEM,GEODUDE,1.0,75
graveler_alola,ゴローン,rock,electric,164,164,146,"rock_throw_fast,volt_switch_fast","thunderbolt,stone_edge,rock_blast",graveler_alola,,,,,,75
graveler_normal,ゴローン,rock,ground,164,164,146,"rock_throw_fast,mud_slap_fast,mud_shot_fast","dig,stone_edge,rock_blast",graveler_normal,,,,,,75
golem,ゴローニャ,rock,ground,211,198,190,"rock_throw_fast,mud_slap_fast,mud_shot_fast","stone_edge,rock_blast,earthquake,ancient_power",,,,,GRAVELER,1.0,76
golem_alola,ゴローニャ,rock,electric,211,198,190,"rock_throw_fast,volt_switch_fast","stone_edge,rock_blast,wild_charge",golem_alola,,,,,,76
golem_normal,ゴローニャ,rock,ground,211,198,190,"rock_throw_fast,mud_slap_fast,mud_shot_fast","stone_edge,rock_blast,earthquake,ancient_power",golem_normal,,,,,,76
ponyta,ポニータ,fire,,170,127,137,"tackle_fast,ember_fast","flame_charge,flame_wheel,stomp",,,fire_blast,RAPIDASH,,1.0,77
ponyta_galarian,ポニータ,psychic,,170,127,137,"low_kick_fast,psycho_cut_fast","play_rough,psybeam,swift",ponyta_galarian,,,,,,77
ponyta_normal,ポニータ,fire,,170,127,137,"tackle_fast,ember_fast","flame_charge,flame_wheel,stomp",ponyta_normal,,,,,,77
rapidash,ギャロップ,fire,,207,162,163,"low_kick_fast,fire_spin_fast,incinerate_fast","fire_blast,drill_run,heat_wave,flame_charge,scorching_sands",,ember_fast,wild_charge,,PONYTA,1.0,78
rapidash_galarian,ギャロップ,psychic,fairy,207,162,163,"low_kick_fast,psycho_cut_fast,fairy_wind_fast","play_rough,psychic,body_slam,megahorn,high_horsepower",rapidash_galarian,,,,,,78
rapidash_normal,ギャロップ,fire,,207,162,163,"low_kick_fast,fire_spin_fast,incinerate_fast","fire_blast,drill_run,heat_wave,flame_charge,scorching_sands",rapidash_normal,,,,,,78
slowpoke,ヤドン,water,psychic,109,98,207,"water_gun_fast,confusion_fast","water_pulse,psyshock,psychic",,,,"SLOWBRO,SLOWKING",,1.0,79
slowpoke_2020,ヤドン,water,psychic,109,98,207,"water_gun_fast,confusion_fast","water_pulse,psyshock,psychic",slowpoke_2020,,,,,,79
slowpoke_galarian,ヤドン,psychic,,109,98,207,"confusion_fast,iron_tail_fast","surf,psyshock,psychic",slowpoke_galarian,,,,,,79
slowpoke_normal,ヤドン,water,psychic,109,98,207,"water_gun_fast,confusion_fast","water_pulse,psyshock,psychic",slowpoke_normal,,,,,,79
slowbro,ヤドラン,water,psychic,177,180,216,"water_gun_fast,confusion_fast","water_pulse,psychic,ice_beam,scald,drain_punch",,,surf,,SLOWPOKE,1.0,80
slowbro_2021,ヤドラン,water,psychic,177,180,216,"water_gun_fast,confusion_fast","water_pulse,psychic,ice_beam,scald,drain_punch",slowbro_2021,,,,,,80
slowbro_galarian,ヤドラン,poison,psychic,182,156,216,"confusion_fast,poison_jab_fast","focus_blast,psychic,sludge_bomb,scald,brutal_swing,drain_punch",slowbro_galarian,,,,,,80
slowbro_normal,ヤドラン,water,psychic,177,180,216,"water_gun_fast,confusion_fast","water_pulse,psychic,ice_beam,scald,drain_punch",slowbro_normal,,,,,,80
magnemite,コイル,electric,steel,165,121,93,"spark_fast,thunder_shock_fast,volt_switch_fast,metal_sound_fast","discharge,magnet_bomb,thunderbolt",,,,MAGNETON,,1.0,81
magnemite_normal,コイル,electric,steel,165,121,93,"spark_fast,thunder_shock_fast,volt_switch_fast,metal_sound_fast","discharge,magnet_bomb,thunderbolt",magnemite_normal,,,,,,81
magneton,レアコイル,electric,steel,223,169,137,"spark_fast,charge_beam_fast,thunder_shock_fast,volt_switch_fast,metal_sound_fast","zap_cannon,magnet_bomb,flash_cannon,discharge",,,,MAGNEZONE,MAGNEMITE,1.0,82
magneton_normal,レアコイル,electric,steel,223,169,137,"spark_fast,charge_beam_fast,thunder_shock_fast,volt_switch_fast,metal_sound_fast","zap_cannon,magnet_bomb,flash_cannon,discharge",magneton_normal,,,,,,82
farfetchd,カモネギ,normal,flying,124,115,141,"air_slash_fast,fury_cutter_fast","aerial_ace,air_cutter,leaf_blade",,cut_fast,,,,1.0,83
farfetchd_galarian,カモネギ(ガラル),fighting,,174,114,141,"rock_smash_fast,fury_cutter_fast","brick_break,brave_bird,leaf_blade",farfetchd_galarian,,,,,,83
farfetchd_normal,カモネギ,normal,flying,124,115,141,"air_slash_fast,fury_cutter_fast","aerial_ace,air_cutter,leaf_blade",farfetchd_normal,,,,,,83
doduo,ドードー,normal,flying,158,83,111,"peck_fast,quick_attack_fast","drill_peck,aerial_ace,brave_bird",,,swift,DODRIO,,1.0,84
doduo_normal,ドードー,normal,flying,158,83,111,"peck_fast,quick_attack_fast","drill_peck,aerial_ace,brave_bird",doduo_normal,,,,,,84
dodrio,ドードリオ,normal,flying,218,140,155,"feint_attack_fast,steel_wing_fast,peck_fast","drill_peck,aerial_ace,brave_bird,trailblaze",,,air_cutter,,DODUO,1.0,85
dodrio_normal,ドードリオ,normal,flying,218,140,155,"feint_attack_fast,steel_wing_fast,peck_fast","drill_peck,aerial_ace,brave_bird,trailblaze",dodrio_normal,,,,,,85
seel,パウワウ,water,,85,121,163,"ice_shard_fast,lick_fast","aurora_beam,icy_wind,aqua_tail",,water_gun_fast,aqua_jet,DEWGONG,,1.0,86
seel_normal,パウワウ,water,,85,121,163,"ice_shard_fast,lick_fast","aurora_beam,icy_wind,aqua_tail",seel_normal,,,,,,86
dewgong,ジュゴン,water,ice,139,177,207,"frost_breath_fast,iron_tail_fast","aurora_beam,water_pulse,blizzard,drill_run,liquidation",,ice_shard_fast,"aqua_jet,icy_wind",,SEEL,1.0,87
dewgong_normal,ジュゴン,water,ice,139,177,207,"frost_breath_fast,iron_tail_fast","aurora_beam,water_pulse,blizzard,drill_run,liquidation",dewgong_normal,,,,,,87
grimer,ベトベター,poison,,135,90,190,"poison_jab_fast,mud_slap_fast","sludge,mud_bomb,sludge_bomb",,,,MUK,,1.0,88
grimer_alola,ベトベター,poison,dark,135,90,190,"poison_jab_fast,bite_fast","crunch,gunk_shot,sludge_bomb",grimer_alola,,,,,,88
grimer_normal,ベトベター,poison,,135,90,190,"poison_jab_fast,mud_slap_fast","sludge,mud_bomb,sludge_bomb",grimer_normal,,,,,,88
muk,ベトベトン,poison,,190,172,233,"infestation_fast,poison_jab_fast","dark_pulse,gunk_shot,sludge_wave,thunder_punch,acid_spray",,lick_fast,,,GRIMER,1.0,89
muk_alola,ベトベトン,poison,dark,190,172,233,"bite_fast,poison_jab_fast,snarl_fast","dark_pulse,gunk_shot,sludge_wave,acid_spray",muk_alola,,,,,,89
muk_normal,ベトベトン,poison,,190,172,233,"infestation_fast,poison_jab_fast","dark_pulse,gunk_shot,sludge_wave,thunder_punch,acid_spray",muk_normal,,,,,,89
shellder,シェルダー,water,,116,134,102,"ice_shard_fast,tackle_fast","bubble_beam,water_pulse,icy_wind,razor_shell",,,,CLOYSTER,,1.0,90
shellder_normal,シェルダー,water,,116,134,102,"ice_shard_fast,tackle_fast","bubble_beam,water_pulse,icy_wind,razor_shell",shellder_normal,,,,,,90
cloyster,パルシェン,water,ice,186,256,137,"frost_breath_fast,ice_shard_fast","aurora_beam,hydro_pump,avalanche,icy_wind,liquidation,razor_shell",,,blizzard,,SHELLDER,1.0,91
cloyster_normal,パルシェン,water,ice,186,256,137,"frost_breath_fast,ice_shard_fast","aurora_beam,hydro_pump,avalanche,icy_wind,liquidation,razor_shell",cloyster_normal,,,,,,91
gastly,ゴース,ghost,poison,186,67,102,"lick_fast,astonish_fast","night_shade,dark_pulse,sludge_bomb",,sucker_punch_fast,ominous_wind,HAUNTER,,1.0,92
gastly_normal,ゴース,ghost,poison,186,67,102,"lick_fast,astonish_fast","night_shade,dark_pulse,sludge_bomb",gastly_normal,,,,,,92
haunter,ゴースト,ghost,poison,223,107,128,"shadow_claw_fast,astonish_fast","shadow_punch,dark_pulse,sludge_bomb,shadow_ball,ice_punch",,lick_fast,,GENGAR,GASTLY,1.0,93
haunter_normal,ゴースト,ghost,poison,223,107,128,"shadow_claw_fast,astonish_fast","shadow_punch,dark_pulse,sludge_bomb,shadow_ball,ice_punch",haunter_normal,,,,,,93
gengar,ゲンガー,ghost,poison,261,149,155,"sucker_punch_fast,hex_fast,shadow_claw_fast","shadow_ball,focus_blast,sludge_bomb,drain_punch",,lick_fast,"sludge_wave,dark_pulse,psychic,shadow_punch",,HAUNTER,1.0,94
gengar_costume_2020,ゲンガー,ghost,poison,261,149,155,"sucker_punch_fast,hex_fast,shadow_claw_fast","shadow_ball,focus_blast,sludge_bomb,drain_punch",gengar_costume_2020,,,,,,94
gengar_normal,ゲンガー,ghost,poison,261,149,155,"sucker_punch_fast,hex_fast,shadow_claw_fast","shadow_ball,focus_blast,sludge_bomb,drain_punch",gengar_normal,,,,,,94
onix,イワーク,rock,ground,85,232,111,"rock_throw_fast,tackle_fast","sand_tomb,stone_edge,heavy_slam,breaking_swipe",,,"iron_head,rock_slide",STEELIX,,1.0,95
onix_normal,イワーク,rock,ground,85,232,111,"rock_throw_fast,tackle_fast","sand_tomb,stone_edge,heavy_slam,breaking_swipe",onix_normal,,,,,,95
drowzee,スリープ,psychic,,89,136,155,"pound_fast,confusion_fast","psybeam,psyshock,psychic",,,,HYPNO,,1.0,96
drowzee_normal,スリープ,psychic,,89,136,155,"pound_fast,confusion_fast","psybeam,psyshock,psychic",drowzee_normal,,,,,,96
hypno,スリーパー,psychic,,144,193,198,"zen_headbutt_fast,confusion_fast","futuresight,psychic,focus_blast,fire_punch,ice_punch,thunder_punch,shadow_ball",,,psyshock,,DROWZEE,1.0,97
hypno_normal,スリーパー,psychic,,144,193,198,"zen_headbutt_fast,confusion_fast","futuresight,psychic,focus_blast,fire_punch,ice_punch,thunder_punch,shadow_ball",hypno_normal,,,,,,97
krabby,クラブ,water,,181,124,102,"bubble_fast,mud_shot_fast","vice_grip,bubble_beam,water_pulse,razor_shell",,,,KINGLER,,1.0,98
krabby_normal,クラブ,water,,181,124,102,"bubble_fast,mud_shot_fast","vice_grip,bubble_beam,water_pulse,razor_shell",krabby_normal,,,,,,98
kingler,キングラー,water,,240,181,146,"bubble_fast,metal_claw_fast","vice_grip,x_scissor,water_pulse,crabhammer,razor_shell",,mud_shot_fast,,,KRABBY,1.0,99
kingler_normal,キングラー,water,,240,181,146,"bubble_fast,metal_claw_fast","vice_grip,x_scissor,water_pulse,crabhammer,razor_shell",kingler_normal,,,,,,99
voltorb,ビリリダマ,electric,,109,111,120,"spark_fast,tackle_fast","discharge,thunderbolt,gyro_ball",,,signal_beam,ELECTRODE,,1.0,100
voltorb_hisuian,ビリリダマ,electric,grass,109,111,120,"charge_beam_fast,tackle_fast","swift,thunderbolt,energy_ball",voltorb_hisuian,,,,,,100
voltorb_normal,ビリリダマ,electric,,109,111,120,"spark_fast,tackle_fast","discharge,thunderbolt,gyro_ball",voltorb_normal,,,,,,100
electrode,マルマイン,electric,,173,173,155,"spark_fast,volt_switch_fast","discharge,thunderbolt,hyper_beam,foul_play",,tackle_fast,,,VOLTORB,1.0,101
electrode_hisuian,マルマイン,electric,grass,176,176,155,"thunder_shock_fast,tackle_fast","swift,wild_charge,energy_ball",electrode_hisuian,,,,,,101
electrode_normal,マルマイン,electric,,173,173,155,"spark_fast,volt_switch_fast","discharge,thunderbolt,hyper_beam,foul_play",electrode_normal,,,,,,101
exeggcute,タマタマ,grass,psychic,107,125,155,"confusion_fast,bullet_seed_fast","seed_bomb,psychic,ancient_power",,,,EXEGGUTOR,,1.0,102
exeggcute_normal,タマタマ,grass,psychic,107,125,155,"confusion_fast,bullet_seed_fast","seed_bomb,psychic,ancient_power",exeggcute_normal,,,,,,102
exeggutor,ナッシー,grass,psychic,233,149,216,"bullet_seed_fast,extrasensory_fast,confusion_fast","seed_bomb,psychic,solar_beam",,zen_headbutt_fast,,,EXEGGCUTE,1.0,103
exeggutor_alola,ナッシー,grass,dragon,230,153,216,"bullet_seed_fast,dragon_tail_fast","seed_bomb,dragon_pulse,solar_beam",exeggutor_alola,,,,,,103
exeggutor_normal,ナッシー,grass,psychic,233,149,216,"bullet_seed_fast,extrasensory_fast,confusion_fast","seed_bomb,psychic,solar_beam",exeggutor_normal,,,,,,103
cubone,カラカラ,ground,,90,144,137,"mud_slap_fast,rock_smash_fast","bone_club,dig,bulldoze",,,,MAROWAK,,1.0,104
cubone_normal,カラカラ,ground,,90,144,137,"mud_slap_fast,rock_smash_fast","bone_club,dig,bulldoze",cubone_normal,,,,,,104
